id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
21864282,Private room in eclectic home near OSU/Short North,24519205,Darrin,,Near North/University,39.99222,-83.01241,Private room,39,1,143,2022-12-10,2.31,4,34,67,2019-1234
21922183,Sone's Place  Room C,141210967,Grace,,Northland,40.09726,-82.94895,Private room,40,14,25,2022-08-31,0.40,3,365,1,
21923738,Columbus Square place,159965865,Trésor,,Northland,40.08661,-82.94307,Private room,35,5,19,2021-10-01,0.31,1,302,0,
22016352,Weinland Park / Short North Duplex,160768602,Benjamin,,Near North/University,39.98962,-82.99682,Entire home/apt,140,1,621,2022-12-19,10.19,2,332,123,2021-2522
22060949,"Cozy, Convenient Short North/Italian Village 2BR",14037717,Brandy,,Near North/University,39.98212,-82.99892,Entire home/apt,25554,2,270,2022-11-27,4.44,2,171,47,2021-2410
22120473,Spacious bedroom. Monthly bookings welcomed.,88006238,Robert And Bonnie,,Near East,39.97426,-82.94769,Private room,23,28,52,2022-12-17,0.88,4,64,7,2019-1294
22152555,⭐️Short North area⭐️ Easy parking. Clean& central.,160931077,Joy,,Near North/University,39.9915,-82.99934,Entire home/apt,148,1,286,2022-11-27,4.76,3,179,60,2019-1504
22264196,"Custom Home Near Short North, OSU & Downtown",10828872,Logan,,Near North/University,39.98776,-83.00059,Entire home/apt,993,2,49,2022-11-27,0.80,1,5,2,2019-1853
22481727,The Legacy House - Your Home Away From Home,101833432,James,,South Linden,39.98186,-82.9911,Entire home/apt,137,3,118,2022-11-26,2.01,2,357,20,2022-3033
22582046,Must Love Dogs... and backyard cocktails,17170971,Claire,,Near South,39.93907,-82.98237,Private room,25,4,2,2021-10-17,0.12,1,0,0,
22615569,Charming Clintonville Cottage,17639670,Elisabeth,,Clintonville,40.02636,-83.01812,Private room,45,1,55,2020-03-17,0.92,1,0,0,2019-2139
22644806,Private queen ensuite 3 - N. Campus,2350409,Edward,,Near North/University,40.01052,-83.00813,Private room,36,7,24,2022-12-11,0.43,3,267,14,2019-1344
22646137,Beautiful renovated ranch in quiet neighborhood.,33532441,Alex,,Eastmoor/Walnut Ridge,39.94043,-82.91197,Entire home/apt,129,2,118,2022-12-18,1.96,4,344,24,2019-1736
22701184,Housepitality - The Blue Beechwald Bungalow,26958698,Benjamin,,Clintonville,40.07422,-83.00903,Entire home/apt,110,1,194,2022-10-11,3.22,115,178,15,2022-2961
22829374,Close to Campus | Free Off Street Parking,8963103,Sarah,,West Olentangy,39.98693,-83.03458,Entire home/apt,93,1,306,2022-12-25,5.12,29,166,51,2021-2928
22845293,Priv Room in a Cozy Home at the heart of Columbus,47742744,Ilke,,Near North/University,39.97499,-83.01021,Private room,45,31,14,2018-05-30,0.23,1,0,0,
22920809,Private Carriage House - Garage Parking,31798233,Sam,,Near North/University,39.98522,-83.00095,Entire home/apt,112,2,225,2022-12-06,3.86,5,238,64,2021-3252
23004939,Colorful Restored Red Brick with Backyard Patio,14725198,Rachael,,Clintonville,40.03127,-83.01181,Entire home/apt,205,2,193,2022-12-10,3.25,1,348,18,2019-1565
23005234,Tiny Blue House! Close to Short North & Downtown!,119188865,Bridgid,,Near North/University,39.98344,-82.99808,Entire home/apt,129,3,114,2022-12-18,1.94,2,360,29,2019-2087
23145906,Italian Village Carriage House + Parking,52646849,Rob,,Near North/University,39.98253,-82.99997,Entire home/apt,140,2,199,2022-12-11,4.38,1,297,69,2019-1176
23325292,Short North One Bed w/Off-street Parking,71666929,August,,Near North/University,39.98203,-83.00518,Entire home/apt,79,7,315,2022-12-18,5.34,3,362,16,2019-1961
23371418,Olde Towne East/Children's Hospital Historic House,112151569,Brandon,,Near East,39.95526,-82.97619,Entire home/apt,112,1,244,2022-11-19,4.70,1,363,46,2019-1809
23379800,Newly Renovated Short North Guesthouse,28782068,Scott,,Near North/University,39.98316,-83.002,Entire home/apt,101,2,304,2022-12-20,5.18,1,77,53,2021-3530
23469529,The White Brick Studio @ OSU & Short North,52174539,Kate & Nat,,Near North/University,39.99045,-83.01152,Entire home/apt,56,2,415,2022-12-02,7.15,27,174,62,2021-3229
23521285,SOHUD Treetop Townhouse (C),4723137,David,,Near North/University,40.01484,-83.00125,Entire home/apt,54,30,106,2022-04-08,1.81,3,154,1,2019-3030
23582919,Brewery District Homestead,60592073,Hilary,,Near South,39.94771,-82.99866,Entire home/apt,178,2,227,2022-12-11,3.90,1,135,68,2019-1811
23729423,Hip Storefront Condo in German Village,63781904,Morgan,,Near South,39.94004,-82.99059,Entire home/apt,164,2,162,2022-11-26,2.90,1,54,36,2019-2388
23744406,Private Space - Minutes from Childrens Hospital,50481146,Gina,,Near South,39.95271,-82.97584,Entire home/apt,88,3,3,2022-09-26,0.63,2,274,3,
23822283,Artistic Olde Towne East Efficiency Apartment,45680657,Kendric,,Near East,39.96008,-82.97816,Entire home/apt,60,1,589,2022-12-12,10.20,2,76,118,2019-1317
24036884,Valleyview Suite,180917362,Rebecca,,Hilltop,39.95962,-83.08804,Private room,60,2,184,2022-12-11,3.20,1,148,44,2021-2902
24039394,Oasis in the City (Near Bexley),117004922,Nick And Sonja,,Eastmoor/Walnut Ridge,39.94418,-82.914,Entire home/apt,121,2,96,2022-10-02,1.85,1,146,20,2019-1486
24156011,The Short North Nest,30241348,David And Ashley,,Near North/University,39.974667,-83.003471,Entire home/apt,147,2,198,2022-11-20,3.53,2,150,55,2019-3093
24160659,Clintonville Contemporary 3 Bedroom Home,74477532,Marge,,Clintonville,40.034386,-83.012741,Entire home/apt,150,2,64,2022-11-27,1.13,1,162,25,2019-1242
24265266,Home Away From Home,182984569,Amy,,Northland,40.06873339327335,-82.94543170928954,Entire home/apt,95,2,3,2022-12-04,1.67,1,179,3,
24306117,Short North / Weinland Park Duplex,160768602,Benjamin,,Near North/University,39.98822,-82.99706,Entire home/apt,150,1,603,2022-12-18,10.92,2,301,126,2021-2524
24366599,North Campus Pad - Ohio State,42426080,Seth,,Near North/University,40.01352,-83.00847,Entire home/apt,126,1,51,2022-12-18,0.89,1,167,37,2022-1418
24467145,German Village Weekend Retreat on Schiller Park,43125083,Jerry,,Near South,39.94319,-82.99137,Entire home/apt,450,2,24,2022-09-25,0.43,1,69,2,2019-1713
24599205,OSU ROOM,54100341,Fin,,Near North/University,40.01315,-83.00093,Shared room,27,30,16,2022-11-23,0.28,9,170,3,
24648483,Serene Retreat steps away from Park,143070772,Helen,,Clintonville,40.03959,-83.01243,Entire home/apt,140,2,104,2022-12-11,1.85,1,362,28,2019-1247
24678009,Flowing King Lincoln Home Close to Downtown,165232727,McDaniel Management,,Near East,39.96936,-82.96701,Entire home/apt,238,2,164,2022-08-06,2.97,4,147,15,2021-2858
24941117,Rustic modern condo near entertainment,25441700,Nikia,,Near North/University,39.98256,-83.00362,Entire home/apt,109,1,83,2022-11-20,4.46,1,90,51,
24943318,Quiet Neighborhood | 2nd fl | Off Street parking,8963103,Sarah,,West Olentangy,39.98745,-83.03508,Entire home/apt,98,1,214,2022-12-06,3.80,29,176,34,2021-2927
24969919,German Village Getaway!,89696876,Eric,,Near South,39.951,-82.98683,Entire home/apt,84,1,328,2022-12-09,5.83,3,171,53,2019-1887
25016827,"Safe, quite and convenient to stay in Columbus",189102967,Yohans,,Northeast,40.02753,-82.90998,Private room,150,30,0,,,1,0,0,
25033320,"Blue Silk House (parking, families, business)",40592264,Meri,,North Linden,40.04448,-82.99409,Entire home/apt,160,1,145,2022-09-27,2.62,1,306,29,2019-1795
25257582,Top Schumacher Place Stay,32921451,Zachary,,Near North/University,39.98654,-83.00233,Entire home/apt,49,1,0,,,1,0,0,
25422868,“3 Private Queen Bedrooms” Columbus Home,191916098,Jami,,Near South,39.94922,-82.96008,Entire home/apt,214,1,157,2022-12-04,2.83,4,265,24,2019-2112
25690294,Bright Italian Village/Short North Urban Oasis!,193350430,Lindsey,,Near North/University,39.98266,-82.99811,Entire home/apt,84,2,150,2022-11-26,2.70,2,85,32,2019-2187
25771375,Historic Oak Street Apartment,140728885,Rick,,Downtown,39.96197,-82.98486,Entire home/apt,87,2,200,2022-12-04,3.60,1,258,44,2019-1798
25800647,Comfortable private basement in Northern Columbus,3217245,Brandyn,,Northland,40.09387,-82.95836,Private room,100,1,1,2019-09-29,0.03,1,0,0,2019-2354
25858734,Eclectic Carriage House in a Vibrant Neighborhood,194281106,Nicole,,Near North/University,39.9823,-83.00838,Entire home/apt,108,2,195,2022-12-20,3.52,24,1,30,2021-3043
25888781,Central Short North Apt. on High St. With Parking,23877472,Robert,,Near North/University,39.97729,-83.0047,Entire home/apt,176,2,113,2022-11-27,2.05,1,57,21,2019-1123
25917984,The Level Two Studio @ OSU & Short North,52174539,Kate & Nat,,Near North/University,39.98986,-83.01073,Entire home/apt,56,2,332,2022-12-04,6.01,27,165,69,2021-3334
26282146,The Olde Towne 2BR Duplex,51959867,Stephen,,Near East,39.96285,-82.972,Entire home/apt,76,4,35,2022-11-20,0.67,1,78,11,
26368947,Fireplace Room/OSU/Short North/Free Pkg.,37425943,Steve,,Near North/University,39.98729,-83.01337,Private room,75,1,34,2022-11-14,0.63,2,352,12,2021-3511
26428080,Private Room; Short North/OSU; Free Parking,37425943,Steve,,Near North/University,39.98881,-83.01169,Private room,65,1,45,2022-11-20,0.83,2,355,16,2021-3511
26560051,"A peaceful, clean, updated home– 1/3 Mile to OSU!",77531450,Tucker,,Near North/University,40.00878143310547,-83.00556945800781,Entire home/apt,158,2,70,2022-12-05,1.30,1,159,13,2022-1900
26717456,Columbus Clean  Cozy Close to Everything sleeps 12,178521644,Calvin&Tonjia,,North Linden,40.01694,-82.98537,Entire home/apt,154,2,110,2022-11-27,2.15,1,344,18,2019-1854
26746817,Sunny Brownstone Garden Flat Downtown w/Garage,116400313,Nate,,Downtown,39.96525,-82.9924,Entire home/apt,113,30,23,2022-06-09,0.42,26,230,2,2019-0000
27068144,★Queen Bed★Riverside OSU★Laundry★COTA/CABS,41002453,Jerry,,West Olentangy,40.02146,-83.03448,Private room,43,2,244,2022-12-21,4.51,14,359,44,2019-1830
27083885,★Queen Bed★OSU/Riverside★BUS/Walk★Updated★UV★,41002453,Jerry,,West Olentangy,40.02146,-83.03448,Private room,42,2,279,2022-12-12,5.16,14,362,40,2019-1830
27083994,★Memory Foam★OSU/Riverside★Walk/Bus★Updated★,41002453,Jerry,,West Olentangy,40.02146,-83.03448,Private room,35,2,232,2022-12-16,4.29,14,365,29,2019-1830
27084298,★Queen Bed★TV★Desk★OSU/Riverside★Sofa Bed★,41002453,Jerry,,West Olentangy,40.02146,-83.03448,Private room,43,2,316,2022-12-16,5.84,14,360,73,2019-1830
27229734,"~Excellent Reviews!
~Beautiful Ranch!
~Amenities!",171804983,Christy,,Eastmoor/Walnut Ridge,39.95032,-82.88472,Entire home/apt,103,1,310,2022-12-13,6.02,1,360,44,2019-2813
27252097,Grandview Plant Loft- Close to OSU,205256572,Stephanie,,West Olentangy,39.98832,-83.0435,Entire home/apt,108,1,127,2022-12-16,2.41,2,98,66,2019-1844
27341208,Gem of German Village,89696876,Eric,,Near South,39.9518,-82.98834,Entire home/apt,97,1,308,2022-12-04,5.74,3,176,59,2019-1886
27370485,Terry's Private Rustic Home/ Airport/City & Easton,125418001,Terry,,Northeast,39.99188,-82.92913,Entire home/apt,80,1,337,2022-12-21,6.46,3,359,80,2019-2985
27410610,Noah’s Ark Gym Apartment  A Place U Will Call Home,206567079,Noah’s,,Rocky Fork-Blacklick,40.08796,-82.83715,Entire home/apt,125,2,31,2021-10-10,0.58,1,85,0,2019-2023
27413732,3-Story Condo by Creative Victorian Village District,146602332,Charlie,,Near North/University,39.9816,-83.01238,Entire home/apt,178,2,91,2022-12-18,1.73,1,158,24,2019-2708
27492620,Private King Room with en-suite Bathroom Dublin OH,17077324,John,,Hayden Run,40.07451,-83.11741,Private room,77,1,89,2022-10-13,1.69,1,223,28,2021-2983
27524416,Mike and Allen's Place on the Park.,197936864,Michael A Foley &,,Near East,39.96337,-82.95392,Private room,155,1,84,2022-11-13,1.63,3,365,32,2022-3550
27656689,Wonderful home 12-minutes from downtown Columbus!,89732553,Bryce,,Eastland/Brice,39.92546,-82.82324,Entire home/apt,400,3,23,2021-07-26,0.43,1,0,0,2020-2158
27703562,Live local in style with all the comforts of home,113301799,Crys,,Near East,39.96245,-82.95537,Entire home/apt,79,2,72,2022-10-03,1.37,1,198,13,2019-1192
27720723,Mike and Allen's Place on the Park.- Too,197936864,Michael A Foley &,,Near East,39.96393,-82.95591,Private room,155,1,150,2022-12-04,2.84,3,362,31,2022-3550
27786833,Historic Comfy German Village Haus sleeps6/petsOK,139332037,Jennifer,,Near South,39.94562,-82.99091,Entire home/apt,103,1,408,2022-12-20,8.00,4,328,108,2021-2322
27806768,Ocean View!,123460291,Amanda,,Near North/University,39.98455,-83.00291,Private room,80,1,268,2022-11-13,5.07,2,56,70,2019-1234
27831822,Beach Front Property!,123460291,Amanda,,Near North/University,39.98616,-83.00467,Entire home/apt,146,2,13,2022-10-09,0.25,2,171,6,
27854528,Perfect for Professionals and Long Term Stays,210372687,Jenefeness,,Far East,39.98768,-82.81026,Entire home/apt,223,1,134,2022-11-20,2.63,1,365,21,
27907197,Welcome! | Shared Home | Private room |,74207205,Katy,,Far West,40.00983,-83.14671,Private room,45,3,55,2022-12-02,1.05,2,337,10,2019-1434
27927319,Mod Basement ShortNorth 3Bed 1400sq ft RoweRentals,27439453,Ingrid & Mike,,Near North/University,39.9858,-83.01063,Entire home/apt,85,1,229,2022-11-27,4.63,12,165,76,2019-1708
27961439,★King MemoryFoam★Laundry★FreeParking★OSU★Bus/Walk★,41002453,Jerry,,Near North/University,40.00843,-82.99905,Private room,45,2,285,2022-12-10,5.39,14,356,36,2019-1831
28007717,Luxurious Parisian Flat w/Roof Deck - Short North,116400313,Nate,,Near North/University,39.97994,-83.00438,Entire home/apt,106,30,10,2022-11-28,0.19,26,180,3,2019-0000
28044574,Sparkling clean close to downtown,38353745,Pina,,Near East,39.97149,-82.97779,Entire home/apt,163,2,83,2022-10-23,1.58,1,358,14,2019-2007
28310651,The Short North Retreat - Private Parking!!!,194281106,Nicole,,Near North/University,39.98173,-83.00412,Entire home/apt,93,1,305,2022-11-25,5.81,24,0,86,2021-3029
28353911,The Clintonville Red House,214084121,Lesley,,Clintonville,40.05244,-83.01601,Entire home/apt,175,2,153,2022-12-15,2.97,1,80,13,20191433
28401098,Private Townhouse in SOHUD (B),4723137,David,,Near North/University,40.01304,-83.00238,Entire home/apt,45,30,29,2022-10-23,0.56,3,3,3,2019-3030
28506061,Gray Room - Olde Towne/Franklin Park-Historic Home,25656963,Josh,,Near East,39.96031,-82.95052,Private room,52,1,194,2022-12-04,3.82,2,176,61,2019-1868
28544932,Wincott Place - A Clintonville Gem,128025266,Angie And Sonia,,Clintonville,40.05899,-83.00626,Entire home/apt,141,1,160,2022-11-27,3.08,1,335,35,2019-1309
28563372,Refurbished Duplex Apartment in Historic Italian Village,215572429,Zach & Cathleen,,Near North/University,39.97998,-83.00066,Entire home/apt,187,2,317,2022-11-20,6.16,1,91,79,2019-1891
28577094,Dempsey’s Jury Room Guest Suite  Downtown Columbus,211013898,Megan,,Downtown,39.95435,-82.99943,Entire home/apt,231,2,84,2022-11-14,1.66,1,249,21,2019-1874
28640445,Spacious 1BR - Great Location @ Grandview & OSU!,181661236,Chris,,West Olentangy,39.99097,-83.04083,Entire home/apt,63,2,254,2022-12-20,4.93,1,174,53,2021-3335
28840502,The Village Cottage,26958698,Benjamin,,Near North/University,39.98378,-82.99854,Entire home/apt,80,1,143,2022-11-27,2.77,115,179,17,2022-2959
28960931,Cozy Short North Brick Condo - 1 block off High St,218295417,John,,Near North/University,39.98042,-83.00834,Entire home/apt,210,2,64,2022-10-23,1.30,1,5,13,2019-1204
29030170,Cozy place nestled in the heart of short north,218781688,Mark,,Near North/University,39.98241,-83.00755,Private room,129,2,44,2022-11-27,1.12,2,177,15,2019-2758
29059682,"Newly Remodeled,  3 Min. to OSU, 2 King Beds",16507907,Brian,,Clintonville,40.03295,-83.02217,Entire home/apt,190,2,99,2022-12-11,1.92,2,357,12,2019-1600
29060807,Scarlet & Grey off I-71 - Driveway Parking,145046370,Senthan,,North Linden,40.02967,-82.99256,Entire home/apt,75,3,57,2022-10-28,1.11,2,118,6,2019-1528
29127692,The Architect and Baker House,79004963,Amy And Kevin,,Near East,39.96147,-82.95667,Entire home/apt,176,2,53,2022-12-04,1.05,1,66,25,2019-2217
29130681,Carriage House Style / heart of German Village,16967531,Philip,,Near South,39.94732,-82.9943,Entire home/apt,81,1,106,2022-12-23,9.01,1,9,106,
29213687,Walk to OSU and the Short North!,52670347,Pat,,Near North/University,39.99025,-83.00703,Entire home/apt,195,2,138,2022-11-20,2.72,1,113,40,2022-1033
29420068,"Quiet Remodel Home, Grove City, Close to Columbus",154336191,Jara,,Greenlawn/Frank Road,39.90372,-83.06041,Entire home/apt,166,4,173,2022-11-27,3.41,1,73,22,2019-1895
29564884,❤ Large & Comfy 3 BR Home Near It All (30 day min),2994567,Mark,,Near North/University,40.0179,-83.00681,Entire home/apt,75,7,7,2021-11-11,0.14,5,263,0,2019-1496
29631319,Vintage Townhome w/Cozy Loft & Two Private Suites,10776491,Catherine & Bryan,,Near South,39.94726,-82.99611,Entire home/apt,201,2,143,2022-12-05,2.99,4,283,33,2019-2362
29633336,Short North Condo - Located on High St & PARKING!,76239450,Jonathan,,Near North/University,39.97825,-83.00396,Entire home/apt,128,1,252,2022-12-24,5.01,1,172,106,20211846
29713406,Home away from Home,223588035,Rodger,,South Linden,39.9954,-82.95257,Entire home/apt,100,3,0,,,1,0,0,
29752166,Fantastic Hidden Gem In Quiet Neighborhood,83430852,Chase,,Clintonville,40.06509,-83.01286,Entire home/apt,94,1,277,2022-12-05,5.69,4,358,50,2019-1790
29761090,Lux 1 BDR suite mins frm Polaris in Westerville,61820444,Piérrě,,Far North,40.13158,-82.97644,Private room,65,2,25,2022-09-18,0.50,1,85,5,
29801073,Spacious 3br Perfect for OSU & Exploring Columbus!,11607037,Stephanie & Amanda,,Near North/University,40.00898,-83.00207,Entire home/apt,189,2,81,2022-12-20,1.84,1,127,15,2019-1570
29811364,*~Charming Home 4BD/2BA +Central Location~*,208455794,Katie,,Near North/University,40.00661,-82.99949,Entire home/apt,108,2,63,2022-12-04,1.30,2,341,10,2019-1269
29900406,The Short North Carriage House-Private Parking!!!,194281106,Nicole,,Near North/University,39.97854,-83.00968,Entire home/apt,88,1,222,2022-12-04,4.41,24,159,65,2021-3030
29906924,Renovated Old Oaks Home Near Downtown & Nationwide,119659878,Kay,,Near South,39.95069,-82.96922,Entire home/apt,139,2,27,2022-02-20,0.58,7,300,1,2022-1370
29907600,Cozy Rear Single Room Near Downtown & Nationwide,119659878,Kay,,Near South,39.9507,-82.96868,Private room,32,2,73,2022-12-09,1.50,7,319,17,2022-1370
29941638,Standard Room - Full Service B&B,175078890,50 Lincoln,,Near North/University,39.97718,-83.00202,Private room,137,1,3,2022-09-24,0.59,3,311,3,2017-2672
29993076,Cozy and stylish getaway centrally located!!!!,131645635,Leese,,Northland,40.08036,-82.91537,Entire home/apt,70,3,14,2022-09-25,1.32,1,162,14,
30013525,Cozy & Comfy 1 Bedroom,155992052,Rob & Demi,,Northland,40.0745,-82.97075,Private room,55,2,164,2022-10-07,3.43,2,179,13,2019-1889
30015912,Housepitality ~ The Franklinton Guest House,26958698,Benjamin,,Franklinton,39.95644,-83.0278,Entire home/apt,120,1,179,2022-11-27,3.58,115,60,17,2021-3166
30122014,SOHUD townhouse close to OSU/Downtown,4723137,David,,Near North/University,40.01402,-83.00327,Entire home/apt,58,30,12,2022-11-13,0.24,3,157,2,2019-3030
30127881,Charming Bright Italian Village/ Short North flat,193350430,Lindsey,,Near North/University,39.98356,-82.9966,Entire home/apt,135,2,97,2022-11-27,1.95,2,86,24,2019-2187
